road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
highway,3,0.23,70,dim,clear,False,False,morning,True,True,1,0.26
urban,1,0.54,60,night,foggy,False,False,morning,True,True,1,0.67
urban,4,0.22,25,dim,rainy,False,True,morning,True,False,3,0.32
urban,3,0.15,45,daylight,clear,True,True,morning,False,False,2,0.09
highway,1,0.57,35,daylight,rainy,False,False,afternoon,False,False,2,0.27
rural,2,0.98,70,night,rainy,True,True,afternoon,False,False,0,0.88
rural,3,0.24,35,dim,foggy,True,False,evening,True,True,1,0.09
highway,1,0.36,70,night,clear,False,False,afternoon,True,False,1,0.47
urban,3,0.26,45,night,rainy,True,False,evening,True,False,1,0.37
highway,4,0.27,45,dim,foggy,False,True,afternoon,True,True,1,0.2
highway,1,0.4,45,night,clear,False,True,evening,False,True,2,0.35
highway,4,0.7,45,dim,rainy,False,True,morning,False,False,2,0.25
urban,2,0.04,25,dim,foggy,False,False,morning,False,True,3,0.21
highway,4,0.96,25,night,rainy,True,True,afternoon,True,True,2,0.61
urban,1,0.05,70,daylight,rainy,True,False,morning,True,True,2,0.26
highway,3,0.88,25,dim,clear,False,True,evening,True,False,0,0.26
rural,1,0.89,70,daylight,foggy,True,False,evening,False,True,3,0.7
highway,4,0.52,25,daylight,clear,False,False,morning,True,True,1,0.25
highway,4,0.14,25,dim,rainy,False,True,morning,True,True,2,0.11
rural,3,0.57,25,daylight,foggy,False,False,morning,True,True,2,0.29
urban,2,0.63,60,night,rainy,False,True,afternoon,True,False,1,0.71
urban,1,0.86,45,night,rainy,False,False,evening,True,False,0,0.51
highway,3,0.55,60,daylight,rainy,True,False,afternoon,False,False,1,0.51
rural,3,0.41,25,night,foggy,True,True,afternoon,True,False,2,0.42
urban,3,0.84,25,dim,rainy,True,False,evening,True,False,2,0.37
highway,1,0.98,60,dim,foggy,False,False,evening,True,False,2,0.58
rural,1,0.65,70,daylight,rainy,False,False,evening,True,True,3,0.58
urban,1,0.87,45,night,clear,True,False,afternoon,False,False,1,0.44
urban,2,0.6,70,daylight,foggy,True,True,evening,True,False,2,0.43
rural,3,0.69,45,night,rainy,False,True,morning,False,True,0,0.41
rural,4,0.69,35,dim,clear,False,True,evening,False,False,1,0.21
rural,4,0.7,45,night,foggy,False,False,afternoon,False,True,1,0.48
rural,3,0.32,70,night,clear,False,True,morning,False,True,0,0.45
highway,4,0.58,45,daylight,rainy,True,True,morning,False,False,0,0.3
rural,2,0.59,35,dim,clear,True,False,afternoon,False,False,0,0.18
urban,2,0.32,35,night,rainy,False,False,afternoon,True,True,1,0.34
urban,1,0.35,25,dim,rainy,True,True,evening,True,True,1,0.2
highway,1,0.76,35,night,foggy,True,True,morning,False,True,1,0.51
urban,1,0.58,60,dim,rainy,False,False,evening,False,True,1,0.49
urban,1,0.15,70,night,rainy,True,False,morning,False,True,0,0.6
rural,1,0.84,60,dim,foggy,False,False,afternoon,True,True,1,0.51
urban,4,0.88,60,night,foggy,True,False,morning,True,True,1,0.75
highway,4,0.47,70,dim,rainy,False,True,morning,False,False,0,0.47
rural,1,0.21,60,night,rainy,False,True,morning,False,True,0,0.53
rural,2,0.95,60,night,foggy,True,False,evening,True,False,5,0.89
highway,4,0.88,60,dim,foggy,False,False,morning,True,False,1,0.54
rural,2,0.24,35,daylight,clear,False,True,evening,False,False,1,0.12
rural,2,0.1,70,night,clear,False,True,morning,False,True,0,0.45
highway,3,0.44,70,night,clear,False,True,evening,False,False,1,0.51
rural,3,0.68,70,daylight,foggy,True,True,evening,True,True,1,0.5
highway,1,0.18,60,night,foggy,False,False,morning,True,True,3,0.59
highway,2,0.51,35,dim,foggy,True,True,afternoon,True,False,1,0.25
urban,4,0.43,70,daylight,clear,True,False,afternoon,True,True,0,0.28
urban,3,0.89,45,night,rainy,True,False,morning,False,False,1,0.58
rural,3,0.43,70,dim,rainy,False,True,morning,True,True,1,0.45
rural,2,0.53,25,dim,rainy,True,False,afternoon,False,False,3,0.36
highway,3,0.96,45,daylight,foggy,False,False,evening,False,False,0,0.4
rural,3,0.3,70,daylight,rainy,False,False,afternoon,False,False,0,0.4
highway,4,0.29,60,daylight,rainy,False,False,afternoon,False,True,2,0.43
highway,2,0.8,70,dim,foggy,True,True,afternoon,False,True,3,0.53
rural,3,0.28,35,night,foggy,False,True,evening,True,True,1,0.42
highway,2,0.83,35,dim,foggy,True,True,afternoon,True,True,3,0.53
urban,3,0.1,70,dim,foggy,False,False,morning,False,False,1,0.36
rural,4,0.11,60,daylight,foggy,False,False,morning,False,False,3,0.38
urban,2,0.9,60,night,clear,True,True,evening,True,False,0,0.72
rural,3,0.54,60,dim,foggy,False,False,morning,True,False,3,0.55
highway,4,0.72,70,daylight,rainy,False,True,evening,False,False,1,0.5
rural,3,0.23,70,daylight,rainy,True,True,afternoon,True,True,3,0.49
urban,2,0.17,25,night,clear,True,False,afternoon,False,True,1,0.27
highway,3,0.83,35,night,foggy,True,True,morning,False,True,3,0.7
rural,2,0.36,45,daylight,rainy,True,False,morning,True,False,0,0.13
rural,2,0.46,45,night,rainy,True,True,afternoon,False,True,2,0.42
rural,3,0.03,35,night,foggy,False,False,afternoon,True,False,3,0.35
urban,4,0.39,25,dim,clear,False,False,morning,True,False,1,0.01
urban,1,0.77,35,night,foggy,True,True,evening,False,False,2,0.5
rural,4,0.82,25,daylight,foggy,True,True,evening,False,False,0,0.36
highway,4,0.7,25,night,foggy,False,False,evening,False,True,3,0.67
highway,3,0.69,60,dim,foggy,True,False,morning,True,False,1,0.58
urban,4,0.51,35,night,foggy,False,False,evening,False,True,1,0.45
highway,4,0.54,45,dim,clear,True,False,evening,True,True,1,0.13
urban,1,0.74,70,night,rainy,False,True,afternoon,True,False,0,0.74
rural,4,0.25,70,night,foggy,False,True,afternoon,False,False,2,0.65
urban,1,0.23,35,daylight,rainy,True,False,afternoon,True,True,0,0.17
urban,3,0.95,70,daylight,rainy,True,False,afternoon,False,False,1,0.65
rural,1,0.03,25,night,foggy,False,False,afternoon,False,False,0,0.35
highway,2,0.14,70,night,rainy,False,True,morning,True,False,2,0.58
urban,2,0.57,25,dim,foggy,True,True,evening,False,True,1,0.28
urban,1,0.74,25,dim,foggy,True,False,evening,False,True,2,0.46
rural,2,0.54,45,daylight,foggy,False,False,morning,False,False,1,0.29
highway,3,0.36,70,night,clear,False,False,evening,False,True,2,0.52
urban,2,0.98,45,night,foggy,False,True,evening,False,True,3,0.74
rural,1,0.7,70,dim,foggy,True,True,evening,False,True,1,0.43
urban,3,0.83,25,night,rainy,True,False,afternoon,False,False,2,0.53
rural,2,0.04,70,night,clear,True,False,afternoon,True,True,1,0.38
highway,3,0.24,45,night,rainy,True,False,morning,False,True,1,0.34
highway,1,0.37,60,dim,rainy,True,True,afternoon,False,True,2,0.44
highway,2,0.18,45,dim,foggy,False,False,evening,True,True,4,0.36
highway,3,0.07,60,dim,clear,False,False,morning,False,True,1,0.19
urban,3,0.23,35,night,clear,True,True,evening,False,True,0,0.25
urban,2,0.53,45,dim,foggy,False,False,evening,True,False,3,0.34
highway,3,0.7,70,daylight,clear,False,True,morning,False,True,1,0.42
highway,3,0.77,60,daylight,foggy,False,False,evening,True,True,1,0.5
highway,1,0.04,70,dim,clear,False,True,morning,False,False,2,0.16
urban,1,0.43,60,dim,clear,False,True,morning,True,True,2,0.34
highway,1,0.12,45,night,foggy,True,True,evening,False,False,0,0.27
highway,1,0.43,45,dim,clear,False,False,evening,True,False,1,0.1
highway,1,0.43,70,dim,clear,True,False,evening,True,True,1,0.41
rural,1,0.5,45,daylight,clear,True,True,evening,True,False,3,0.23
highway,2,0.89,70,daylight,rainy,False,False,morning,False,False,1,0.51
rural,1,0.81,25,daylight,foggy,False,True,afternoon,True,True,3,0.49
rural,3,0.64,60,daylight,rainy,False,True,evening,False,True,4,0.59
highway,2,0.89,70,dim,clear,False,True,morning,True,True,3,0.53
rural,3,0.68,60,daylight,clear,True,False,afternoon,False,False,3,0.51
highway,1,0.82,25,night,rainy,False,True,morning,True,False,2,0.44
urban,1,0.56,60,night,clear,True,False,afternoon,True,False,1,0.59
urban,3,0.53,70,dim,clear,True,False,afternoon,True,False,1,0.31
urban,3,0.72,45,night,foggy,False,True,afternoon,True,False,1,0.55
urban,3,0.02,60,daylight,clear,True,False,evening,False,False,0,0.34
rural,4,0.69,60,daylight,foggy,True,False,afternoon,False,False,0,0.63
highway,4,0.93,25,night,foggy,True,False,afternoon,True,False,2,0.63
highway,4,0.71,35,dim,rainy,False,True,morning,True,False,1,0.4
highway,4,0.04,45,daylight,rainy,True,False,evening,False,True,0,0.13
urban,2,0.38,70,daylight,clear,False,True,morning,False,False,1,0.28
urban,1,0.81,25,night,rainy,True,True,evening,False,True,3,0.58
highway,3,0.96,70,dim,foggy,True,False,evening,True,True,3,0.68
urban,1,0.37,70,dim,rainy,False,True,evening,False,True,1,0.33
highway,3,0.84,60,night,foggy,True,False,afternoon,True,True,1,0.69
highway,1,0.86,25,daylight,rainy,False,True,evening,False,False,3,0.51
highway,2,0.12,25,night,clear,True,False,evening,True,False,2,0.23
highway,4,0.85,45,night,rainy,True,False,evening,False,True,2,0.52
highway,1,0.32,35,night,clear,False,True,evening,True,True,1,0.3
highway,3,0.59,70,daylight,rainy,True,True,morning,True,False,2,0.43
highway,1,0.54,45,daylight,foggy,False,True,afternoon,False,False,0,0.32
urban,2,0.66,45,night,rainy,True,True,evening,False,True,1,0.47
highway,2,0.74,70,dim,rainy,False,True,afternoon,True,False,0,0.5
highway,1,0.44,60,night,foggy,True,False,afternoon,False,True,1,0.63
urban,4,0.89,60,daylight,foggy,False,False,evening,True,False,2,0.55
urban,3,0.81,70,dim,rainy,False,True,evening,True,False,1,0.62
urban,2,0.79,25,dim,foggy,False,True,afternoon,True,True,0,0.42
highway,2,0.46,35,daylight,foggy,True,False,afternoon,False,True,0,0.24
rural,1,0.04,60,daylight,rainy,False,False,morning,False,False,3,0.51
rural,2,0.49,35,night,clear,True,False,afternoon,True,True,0,0.38
urban,2,0.9,45,daylight,rainy,False,True,evening,True,False,1,0.37
rural,3,0.19,45,dim,rainy,False,False,afternoon,True,False,1,0.21
urban,4,0.98,70,night,clear,False,True,evening,False,False,2,0.7
highway,3,0.81,70,night,rainy,True,True,morning,True,False,0,0.75
rural,4,0.71,70,dim,rainy,False,True,evening,True,True,2,0.51
highway,3,0.68,60,daylight,foggy,True,False,evening,True,False,0,0.47
rural,1,0.59,35,night,rainy,False,True,afternoon,True,True,3,0.54
highway,2,0.72,45,dim,clear,False,False,afternoon,False,True,3,0.24
rural,4,0.42,35,dim,clear,False,True,evening,True,True,1,0.05
highway,1,0.85,60,dim,foggy,True,False,morning,True,False,1,0.51
highway,2,0.7,35,daylight,rainy,False,False,evening,True,False,1,0.21
rural,2,0.77,35,daylight,rainy,True,True,evening,True,True,2,0.31
highway,2,0.79,70,daylight,rainy,False,True,evening,False,True,4,0.58
highway,3,0.09,35,daylight,rainy,True,True,evening,True,True,0,0.15
highway,1,0.06,35,dim,clear,True,False,morning,False,True,2,0.05
rural,1,0.8,35,night,clear,False,False,evening,True,True,1,0.4
rural,2,0.26,25,dim,foggy,False,False,evening,False,True,3,0.36
highway,4,0.58,45,night,rainy,True,False,evening,True,True,2,0.45
highway,1,0.44,45,night,clear,True,True,afternoon,False,True,0,0.37
rural,3,0.02,35,night,rainy,True,False,afternoon,False,False,0,0.28
rural,4,0.04,70,daylight,clear,False,True,morning,False,False,2,0.24
highway,4,0.83,70,dim,clear,True,False,morning,False,False,2,0.46
highway,4,0.61,70,night,foggy,False,False,evening,True,False,0,0.66
highway,4,0.52,45,dim,rainy,False,True,morning,False,False,1,0.31
urban,1,0.94,60,daylight,foggy,True,True,evening,True,False,1,0.57
rural,2,0.17,35,night,foggy,True,False,morning,True,False,0,0.34
urban,4,0.26,45,daylight,foggy,True,False,afternoon,True,False,1,0.22
rural,3,0.76,70,daylight,foggy,True,True,evening,True,False,3,0.55
rural,3,0.78,45,dim,foggy,True,False,evening,True,True,0,0.37
rural,2,0.4,45,night,foggy,True,False,afternoon,False,False,1,0.45
rural,1,0.95,45,daylight,foggy,True,True,morning,True,True,0,0.36
rural,2,0.94,70,dim,rainy,False,True,evening,False,True,2,0.57
rural,4,0.01,60,night,foggy,True,True,afternoon,True,False,1,0.45
rural,1,0.17,25,night,rainy,True,False,morning,True,True,2,0.46
urban,1,0.82,35,daylight,rainy,True,True,morning,False,False,1,0.28
highway,4,0.34,35,daylight,clear,False,True,morning,True,True,0,0.05
highway,3,0.1,45,daylight,foggy,False,True,evening,False,False,1,0.23
urban,4,0.78,60,daylight,rainy,True,False,afternoon,True,False,0,0.64
urban,2,0.45,70,night,clear,False,True,evening,False,False,2,0.49
urban,4,0.49,25,daylight,clear,True,False,morning,True,False,4,0.29
urban,3,0.19,25,daylight,foggy,True,False,evening,False,True,1,0.19
rural,4,0.66,45,daylight,foggy,True,True,morning,False,False,0,0.27
highway,2,0.55,45,night,foggy,False,False,morning,False,False,0,0.45
rural,2,0.21,70,dim,foggy,False,True,afternoon,True,True,1,0.36
highway,3,0.34,70,dim,rainy,False,False,evening,False,True,0,0.47
highway,2,0.6,70,night,rainy,False,True,afternoon,True,False,1,0.75
urban,2,0.92,45,dim,foggy,False,False,evening,False,False,1,0.34
rural,4,0.92,60,night,foggy,False,False,evening,True,False,3,0.89
urban,1,0.29,45,daylight,rainy,True,False,evening,True,False,1,0.16
rural,2,0.74,45,dim,foggy,False,True,morning,True,True,0,0.19
highway,2,0.78,25,night,clear,True,True,afternoon,True,False,1,0.47
urban,3,0.81,70,night,rainy,False,False,afternoon,False,False,3,0.83
urban,3,0.57,35,daylight,clear,True,True,afternoon,False,False,0,0.13
highway,4,0.01,70,night,clear,True,False,morning,False,False,0,0.4
highway,4,0.76,60,dim,clear,False,True,evening,False,True,2,0.38
highway,2,0.11,60,daylight,clear,True,True,evening,True,True,1,0.32
urban,1,0.12,70,night,foggy,False,False,morning,False,False,0,0.59
rural,1,0.61,70,daylight,foggy,True,True,evening,True,False,2,0.52
urban,4,0.98,45,night,foggy,True,True,evening,False,False,1,0.56
rural,3,0.24,35,dim,foggy,False,False,afternoon,True,True,1,0.16
urban,2,0.65,45,dim,rainy,True,False,morning,True,False,2,0.24
urban,2,0.3,25,daylight,foggy,True,True,evening,True,False,2,0.19
highway,1,0.9,25,night,rainy,True,False,morning,True,True,0,0.54
rural,4,0.59,60,daylight,clear,False,True,morning,True,True,0,0.38
urban,1,0.21,60,daylight,rainy,True,True,evening,True,False,1,0.41
urban,1,0.26,35,dim,foggy,True,True,evening,True,True,0,0.19
highway,4,0.43,60,daylight,clear,False,True,morning,True,False,2,0.31
highway,3,0.12,25,night,clear,True,True,morning,False,True,0,0.19
rural,2,0.08,35,dim,foggy,True,False,evening,True,False,1,0.0
urban,3,0.68,25,night,clear,False,False,afternoon,False,True,1,0.46
rural,4,0.41,70,daylight,clear,True,True,evening,False,True,5,0.44
urban,4,0.73,70,dim,clear,True,True,morning,True,False,0,0.49
rural,2,0.11,35,night,rainy,False,False,morning,False,True,2,0.31
highway,3,0.61,45,night,clear,False,False,evening,False,True,1,0.26
urban,2,0.44,60,daylight,clear,False,False,evening,False,True,2,0.36
rural,1,0.06,35,night,rainy,True,True,morning,True,False,2,0.26
highway,1,0.54,60,daylight,foggy,True,False,morning,False,True,0,0.54
highway,1,0.08,25,daylight,rainy,True,False,morning,True,False,2,0.07
rural,3,0.83,45,daylight,rainy,True,True,afternoon,True,True,0,0.34
urban,1,0.63,60,daylight,foggy,True,False,afternoon,False,False,0,0.51
urban,2,0.56,70,dim,foggy,True,False,morning,True,True,3,0.59
highway,3,0.13,70,night,rainy,True,False,morning,False,True,1,0.53
urban,2,0.29,25,night,clear,True,True,evening,True,False,1,0.28
urban,4,0.49,35,dim,foggy,True,True,morning,False,True,1,0.3
urban,3,0.63,60,daylight,clear,True,True,afternoon,True,False,0,0.38
highway,2,0.18,25,daylight,foggy,False,False,morning,False,False,2,0.17
rural,2,0.01,70,daylight,clear,True,False,afternoon,False,False,2,0.27
urban,3,0.34,70,daylight,rainy,False,False,evening,True,True,4,0.51
highway,4,0.48,70,dim,rainy,True,True,afternoon,False,False,0,0.38
highway,3,0.18,45,night,rainy,False,True,evening,True,False,2,0.4
rural,1,0.49,45,daylight,rainy,False,False,afternoon,True,False,1,0.24
urban,1,0.34,70,daylight,foggy,False,False,afternoon,True,True,2,0.44
urban,4,0.46,35,daylight,rainy,True,False,afternoon,True,True,1,0.2
rural,2,0.35,45,night,clear,True,True,afternoon,False,True,0,0.28
rural,2,0.63,60,night,rainy,False,False,afternoon,False,False,1,0.69
highway,2,0.04,45,dim,rainy,True,False,evening,False,False,5,0.18
highway,3,0.17,60,night,rainy,False,False,morning,False,True,1,0.53
rural,3,0.43,45,night,rainy,True,True,evening,True,True,1,0.5
urban,4,0.36,70,daylight,foggy,False,False,morning,True,True,1,0.4
highway,1,0.39,60,night,foggy,False,True,evening,True,False,0,0.53
highway,2,0.8,35,daylight,foggy,False,True,afternoon,False,True,2,0.38
urban,1,0.89,45,dim,clear,False,False,morning,False,True,2,0.31
highway,3,0.25,45,daylight,clear,False,True,morning,True,True,0,0.15
urban,3,0.84,70,dim,rainy,True,True,evening,True,True,4,0.64
urban,3,0.46,60,night,clear,True,False,morning,True,False,3,0.6
urban,1,0.27,70,dim,clear,False,True,afternoon,True,True,3,0.42
rural,4,0.99,60,daylight,clear,True,False,morning,True,True,4,0.6
rural,4,0.82,45,night,clear,True,False,evening,True,True,1,0.51
rural,3,0.99,45,night,foggy,False,False,morning,False,True,0,0.65
urban,2,0.17,45,daylight,foggy,True,False,evening,False,False,2,0.16
urban,1,0.14,45,night,clear,True,True,afternoon,True,True,1,0.19
rural,3,0.5,25,daylight,clear,False,True,evening,False,False,2,0.19
highway,1,0.64,45,dim,foggy,True,True,evening,False,False,4,0.43
urban,1,0.17,45,dim,rainy,False,False,morning,False,False,4,0.29
highway,4,0.86,60,night,foggy,False,False,evening,False,False,1,0.71
highway,3,0.53,45,daylight,clear,True,True,evening,True,True,4,0.29
urban,4,0.41,45,daylight,clear,False,False,evening,True,False,2,0.03
urban,3,0.6,60,dim,clear,True,False,evening,False,False,2,0.34
highway,1,0.63,45,daylight,foggy,False,True,evening,True,False,1,0.29
highway,4,0.04,45,night,clear,False,True,evening,False,True,0,0.24
rural,1,1.0,70,night,foggy,False,False,morning,True,False,0,0.84
rural,3,0.36,25,dim,rainy,False,False,morning,True,False,1,0.15
urban,2,0.06,60,daylight,clear,True,False,evening,False,True,1,0.28
rural,4,0.85,70,night,clear,True,True,evening,True,True,0,0.62
rural,4,0.99,35,night,rainy,True,False,evening,True,False,4,0.68
rural,1,0.82,35,night,foggy,True,True,afternoon,True,False,1,0.53
rural,1,0.85,25,daylight,clear,True,True,evening,False,True,2,0.18
highway,2,0.63,35,dim,clear,True,True,morning,False,True,1,0.15
urban,4,0.92,25,dim,clear,False,False,morning,False,True,2,0.29
rural,3,0.04,35,night,clear,True,True,evening,True,False,2,0.28
highway,3,0.77,35,dim,rainy,True,True,morning,True,False,1,0.35
highway,4,0.67,70,night,foggy,True,True,morning,False,False,3,0.85
highway,4,0.05,35,night,rainy,True,False,afternoon,False,True,0,0.26
rural,4,0.54,25,daylight,foggy,True,True,evening,False,False,2,0.28
rural,2,0.52,45,night,rainy,True,False,morning,False,False,2,0.46
urban,3,0.69,45,night,rainy,True,False,morning,True,False,2,0.49
rural,3,0.08,45,daylight,foggy,True,False,evening,True,False,0,0.12
rural,1,0.81,25,daylight,clear,False,True,morning,True,True,2,0.16
highway,1,0.14,25,dim,clear,True,True,afternoon,True,True,0,0.06
urban,4,0.42,45,daylight,rainy,False,False,evening,False,True,2,0.23
rural,1,0.88,35,night,rainy,True,True,morning,False,False,2,0.56
